pct,month,total_list_size
01V,2014-09-01 00:00:00+00:00,122578
01F,2014-09-01 00:00:00+00:00,129280
01K,2014-09-01 00:00:00+00:00,159659
05V,2014-09-01 00:00:00+00:00,145353
01X,2014-09-01 00:00:00+00:00,194450
07K,2014-09-01 00:00:00+00:00,241848
08C,2014-09-01 00:00:00+00:00,201786
99F,2014-09-01 00:00:00+00:00,181292
07N,2014-09-01 00:00:00+00:00,230365
08V,2014-09-01 00:00:00+00:00,287644
10D,2014-09-01 00:00:00+00:00,108169
09P,2014-09-01 00:00:00+00:00,184022
00N,2014-09-01 00:00:00+00:00,154950
99D,2014-09-01 00:00:00+00:00,161097
09L,2014-09-01 00:00:00+00:00,176869
08J,2014-09-01 00:00:00+00:00,195658
03W,2014-09-01 00:00:00+00:00,321994
06D,2014-09-01 00:00:00+00:00,112878
03Y,2014-09-01 00:00:00+00:00,102221
10K,2014-09-01 00:00:00+00:00,200924
10C,2014-09-01 00:00:00+00:00,93331
RY6,2014-09-01 00:00:00+00:00,1238
03V,2014-09-01 00:00:00+00:00,72641
13A,2014-09-01 00:00:00+00:00,46
114,2014-09-01 00:00:00+00:00,725
112,2017-09-01 00:00:00+00:00,758
00M,2017-09-01 00:00:00+00:00,295215
08Q,2017-09-01 00:00:00+00:00,326297
99P,2017-09-01 00:00:00+00:00,923415
05A,2017-09-01 00:00:00+00:00,506267
11M,2017-09-01 00:00:00+00:00,641361
03J,2017-09-01 00:00:00+00:00,192959
06N,2017-09-01 00:00:00+00:00,643697
11N,2017-09-01 00:00:00+00:00,572189
02T,2017-09-01 00:00:00+00:00,220369
06M,2017-09-01 00:00:00+00:00,239392
01H,2017-09-01 00:00:00+00:00,323910
04K,2017-09-01 00:00:00+00:00,366905
11X,2017-09-01 00:00:00+00:00,572412
02V,2017-09-01 00:00:00+00:00,216682
03N,2017-09-01 00:00:00+00:00,591518
09A,2017-09-01 00:00:00+00:00,221043
08M,2017-09-01 00:00:00+00:00,396086
08J,2017-09-01 00:00:00+00:00,207724
03C,2017-09-01 00:00:00+00:00,372960
07M,2017-09-01 00:00:00+00:00,420449
09P,2017-09-01 00:00:00+00:00,188500
99M,2017-09-01 00:00:00+00:00,226905
10Q,2017-09-01 00:00:00+00:00,733859
00R,2017-09-01 00:00:00+00:00,173339
08A,2017-09-01 00:00:00+00:00,293919
07R,2017-09-01 00:00:00+00:00,276183
06W,2017-09-01 00:00:00+00:00,232663
10E,2017-09-01 00:00:00+00:00,144686
09G,2017-09-01 00:00:00+00:00,512903
99C,2017-09-01 00:00:00+00:00,218801
06H,2017-09-01 00:00:00+00:00,955808
07P,2017-09-01 00:00:00+00:00,375478
09D,2017-09-01 00:00:00+00:00,313479
08P,2017-09-01 00:00:00+00:00,216372
11H,2017-09-01 00:00:00+00:00,508549
02E,2017-09-01 00:00:00+00:00,217834
02Y,2017-09-01 00:00:00+00:00,303237
05T,2017-09-01 00:00:00+00:00,309303
07V,2017-09-01 00:00:00+00:00,410404
11J,2017-09-01 00:00:00+00:00,797828
99A,2017-09-01 00:00:00+00:00,523651
02R,2017-09-01 00:00:00+00:00,332390
04X,2017-09-01 00:00:00+00:00,332087
04V,2017-09-01 00:00:00+00:00,387740
08V,2017-09-01 00:00:00+00:00,317334
08X,2017-09-01 00:00:00+00:00,399214
06L,2017-09-01 00:00:00+00:00,405824
10Y,2017-09-01 00:00:00+00:00,214271
01J,2017-09-01 00:00:00+00:00,164419
07K,2017-09-01 00:00:00+00:00,250181
08E,2017-09-01 00:00:00+00:00,264879
03Q,2017-09-01 00:00:00+00:00,352811
08D,2017-09-01 00:00:00+00:00,316559
04Q,2017-09-01 00:00:00+00:00,133475
10A,2017-09-01 00:00:00+00:00,205240
02F,2017-09-01 00:00:00+00:00,262503
08G,2017-09-01 00:00:00+00:00,310036
03G,2017-09-01 00:00:00+00:00,279077
11E,2017-09-01 00:00:00+00:00,203394
10R,2017-09-01 00:00:00+00:00,227054
01G,2017-09-01 00:00:00+00:00,269095
09Y,2017-09-01 00:00:00+00:00,371506
03K,2017-09-01 00:00:00+00:00,174038
04D,2017-09-01 00:00:00+00:00,237361
08R,2017-09-01 00:00:00+00:00,225778
10M,2017-09-01 00:00:00+00:00,119201
04F,2017-09-01 00:00:00+00:00,292219
00N,2017-09-01 00:00:00+00:00,156742
11T,2017-09-01 00:00:00+00:00,219661
07W,2017-09-01 00:00:00+00:00,434997
99Q,2017-09-01 00:00:00+00:00,292533
05Y,2017-09-01 00:00:00+00:00,284339
01W,2017-09-01 00:00:00+00:00,311315
02A,2017-09-01 00:00:00+00:00,241432
03F,2017-09-01 00:00:00+00:00,296877
04C,2017-09-01 00:00:00+00:00,398433
07G,2017-09-01 00:00:00+00:00,175124
07Q,2017-09-01 00:00:00+00:00,348148
10H,2017-09-01 00:00:00+00:00,342852
01R,2017-09-01 00:00:00+00:00,184188
01A,2017-09-01 00:00:00+00:00,380913
06F,2017-09-01 00:00:00+00:00,476010
05Q,2017-09-01 00:00:00+00:00,217820
01F,2017-09-01 00:00:00+00:00,130860
04R,2017-09-01 00:00:00+00:00,551529
00P,2017-09-01 00:00:00+00:00,284228
12A,2017-09-01 00:00:00+00:00,269018
05H,2017-09-01 00:00:00+00:00,190916
00Y,2017-09-01 00:00:00+00:00,253561
04J,2017-09-01 00:00:00+00:00,292763
07X,2017-09-01 00:00:00+00:00,337062
09W,2017-09-01 00:00:00+00:00,298268
01E,2017-09-01 00:00:00+00:00,214167
03T,2017-09-01 00:00:00+00:00,249201
02H,2017-09-01 00:00:00+00:00,326894
09L,2017-09-01 00:00:00+00:00,182333
01C,2017-09-01 00:00:00+00:00,208314
11A,2017-09-01 00:00:00+00:00,560385
02N,2017-09-01 00:00:00+00:00,159061
04E,2017-09-01 00:00:00+00:00,193016
99J,2017-09-01 00:00:00+00:00,490023
09H,2017-09-01 00:00:00+00:00,132498
10X,2017-09-01 00:00:00+00:00,281765
01Y,2017-09-01 00:00:00+00:00,247071
13T,2017-09-01 00:00:00+00:00,518652
12F,2017-09-01 00:00:00+00:00,336360
14L,2017-09-01 00:00:00+00:00,629149
05L,2017-09-01 00:00:00+00:00,566029
02G,2017-09-01 00:00:00+00:00,112943
06A,2017-09-01 00:00:00+00:00,278023
00J,2017-09-01 00:00:00+00:00,256088
99H,2017-09-01 00:00:00+00:00,307178
06P,2017-09-01 00:00:00+00:00,232498
08L,2017-09-01 00:00:00+00:00,327265
10K,2017-09-01 00:00:00+00:00,204839
06T,2017-09-01 00:00:00+00:00,348717
08W,2017-09-01 00:00:00+00:00,309632
10N,2017-09-01 00:00:00+00:00,110795
03A,2017-09-01 00:00:00+00:00,246978
07T,2017-09-01 00:00:00+00:00,314871
10W,2017-09-01 00:00:00+00:00,144752
04G,2017-09-01 00:00:00+00:00,679748
00V,2017-09-01 00:00:00+00:00,203490
05F,2017-09-01 00:00:00+00:00,187178
13P,2017-09-01 00:00:00+00:00,723096
02X,2017-09-01 00:00:00+00:00,319536
05X,2017-09-01 00:00:00+00:00,184824
00Q,2017-09-01 00:00:00+00:00,174476
07Y,2017-09-01 00:00:00+00:00,312500
10D,2017-09-01 00:00:00+00:00,112120
03Y,2017-09-01 00:00:00+00:00,103999
07J,2017-09-01 00:00:00+00:00,174899
10J,2017-09-01 00:00:00+00:00,225956
07H,2017-09-01 00:00:00+00:00,311123
05R,2017-09-01 00:00:00+00:00,284405
09N,2017-09-01 00:00:00+00:00,224418
07N,2017-09-01 00:00:00+00:00,240238
01D,2017-09-01 00:00:00+00:00,232274
10L,2017-09-01 00:00:00+00:00,144182
05W,2017-09-01 00:00:00+00:00,289459
05C,2017-09-01 00:00:00+00:00,318954
02Q,2017-09-01 00:00:00+00:00,116837
06K,2017-09-01 00:00:00+00:00,595730
03R,2017-09-01 00:00:00+00:00,370453
07L,2017-09-01 00:00:00+00:00,224111
05G,2017-09-01 00:00:00+00:00,217207
99G,2017-09-01 00:00:00+00:00,188031
03M,2017-09-01 00:00:00+00:00,120095
06Q,2017-09-01 00:00:00+00:00,390144
02W,2017-09-01 00:00:00+00:00,138141
02D,2017-09-01 00:00:00+00:00,106085
04M,2017-09-01 00:00:00+00:00,94013
08K,2017-09-01 00:00:00+00:00,407185
00T,2017-09-01 00:00:00+00:00,308202
00K,2017-09-01 00:00:00+00:00,296688
01K,2017-09-01 00:00:00+00:00,359675
09E,2017-09-01 00:00:00+00:00,221968
09X,2017-09-01 00:00:00+00:00,239444
08Y,2017-09-01 00:00:00+00:00,247121
08N,2017-09-01 00:00:00+00:00,314711
01X,2017-09-01 00:00:00+00:00,197349
02P,2017-09-01 00:00:00+00:00,258952
08H,2017-09-01 00:00:00+00:00,248161
99E,2017-09-01 00:00:00+00:00,277705
05N,2017-09-01 00:00:00+00:00,308557
03H,2017-09-01 00:00:00+00:00,169536
08C,2017-09-01 00:00:00+00:00,216295
09C,2017-09-01 00:00:00+00:00,132378
03L,2017-09-01 00:00:00+00:00,262369
12D,2017-09-01 00:00:00+00:00,234988
05P,2017-09-01 00:00:00+00:00,249106
03E,2017-09-01 00:00:00+00:00,162734
00C,2017-09-01 00:00:00+00:00,108132
00D,2017-09-01 00:00:00+00:00,291599
99N,2017-09-01 00:00:00+00:00,488177
11C,2017-09-01 00:00:00+00:00,155134
10V,2017-09-01 00:00:00+00:00,214684
08F,2017-09-01 00:00:00+00:00,276995
05J,2017-09-01 00:00:00+00:00,177532
99K,2017-09-01 00:00:00+00:00,170441
00X,2017-09-01 00:00:00+00:00,182866
03W,2017-09-01 00:00:00+00:00,329627
04Y,2017-09-01 00:00:00+00:00,132669
03X,2017-09-01 00:00:00+00:00,97627
03D,2017-09-01 00:00:00+00:00,144143
05D,2017-09-01 00:00:00+00:00,141285
04N,2017-09-01 00:00:00+00:00,126332
08T,2017-09-01 00:00:00+00:00,194375
01T,2017-09-01 00:00:00+00:00,154588
10G,2017-09-01 00:00:00+00:00,141365
99F,2017-09-01 00:00:00+00:00,184929
09J,2017-09-01 00:00:00+00:00,266996
04H,2017-09-01 00:00:00+00:00,134269
00L,2017-09-01 00:00:00+00:00,324716
99D,2017-09-01 00:00:00+00:00,166434
01V,2017-09-01 00:00:00+00:00,124846
06D,2017-09-01 00:00:00+00:00,115846
11D,2017-09-01 00:00:00+00:00,164084
02M,2017-09-01 00:00:00+00:00,151648
10T,2017-09-01 00:00:00+00:00,159334
04L,2017-09-01 00:00:00+00:00,151811
09F,2017-09-01 00:00:00+00:00,195421
05V,2017-09-01 00:00:00+00:00,148847
06Y,2017-09-01 00:00:00+00:00,226575
06V,2017-09-01 00:00:00+00:00,173509
03V,2017-09-01 00:00:00+00:00,77515
10C,2017-09-01 00:00:00+00:00,96707
02W,2011-03-01 00:00:00+00:00,116964
04C,2011-03-01 00:00:00+00:00,365088
04D,2011-03-01 00:00:00+00:00,222959
09A,2011-03-01 00:00:00+00:00,195516
08V,2011-03-01 00:00:00+00:00,267401
10Q,2011-03-01 00:00:00+00:00,680526
02F,2011-03-01 00:00:00+00:00,248755
03J,2011-03-01 00:00:00+00:00,183512
5P1,2011-03-01 00:00:00+00:00,0
05W,2011-03-01 00:00:00+00:00,274195
5LD,2011-03-01 00:00:00+00:00,0
01C,2011-03-01 00:00:00+00:00,200746
5PD,2011-03-01 00:00:00+00:00,856
01J,2011-03-01 00:00:00+00:00,158511
11M,2011-03-01 00:00:00+00:00,612867
00C,2011-03-01 00:00:00+00:00,105453
01G,2011-03-01 00:00:00+00:00,238544
99N,2011-03-01 00:00:00+00:00,446197
02N,2011-03-01 00:00:00+00:00,155650
08H,2011-03-01 00:00:00+00:00,211843
08Y,2011-03-01 00:00:00+00:00,228940
99A,2011-03-01 00:00:00+00:00,487188
07R,2011-03-01 00:00:00+00:00,245048
5NY,2011-03-01 00:00:00+00:00,0
01D,2011-03-01 00:00:00+00:00,222755
00M,2011-03-01 00:00:00+00:00,288019
10A,2011-03-01 00:00:00+00:00,194954
99P,2011-03-01 00:00:00+00:00,884492
99Q,2011-03-01 00:00:00+00:00,279809
05G,2011-03-01 00:00:00+00:00,197359
04X,2011-03-01 00:00:00+00:00,238761
01R,2011-03-01 00:00:00+00:00,172882
03Q,2011-03-01 00:00:00+00:00,339164
03A,2011-03-01 00:00:00+00:00,233400
05A,2011-03-01 00:00:00+00:00,456378
06N,2011-03-01 00:00:00+00:00,589680
13P,2011-03-01 00:00:00+00:00,696889
06L,2011-03-01 00:00:00+00:00,383514
03F,2011-03-01 00:00:00+00:00,283672
08A,2011-03-01 00:00:00+00:00,262573
02V,2011-03-01 00:00:00+00:00,200829
06P,2011-03-01 00:00:00+00:00,206938
08X,2011-03-01 00:00:00+00:00,361953
07M,2011-03-01 00:00:00+00:00,353503
04G,2011-03-01 00:00:00+00:00,616723
5N6,2011-03-01 00:00:00+00:00,726
08J,2011-03-01 00:00:00+00:00,186183
00F,2011-03-01 00:00:00+00:00,205359
10J,2011-03-01 00:00:00+00:00,211632
12A,2011-03-01 00:00:00+00:00,256321
06M,2011-03-01 00:00:00+00:00,230927
04V,2011-03-01 00:00:00+00:00,361423
09D,2011-03-01 00:00:00+00:00,298575
05T,2011-03-01 00:00:00+00:00,287154
03E,2011-03-01 00:00:00+00:00,159983
99F,2011-03-01 00:00:00+00:00,179141
07V,2011-03-01 00:00:00+00:00,382513
10X,2011-03-01 00:00:00+00:00,258199
01A,2011-03-01 00:00:00+00:00,362820
11N,2011-03-01 00:00:00+00:00,550513
03D,2011-03-01 00:00:00+00:00,140353
02T,2011-03-01 00:00:00+00:00,209730
03R,2011-03-01 00:00:00+00:00,350957
99J,2011-03-01 00:00:00+00:00,454422
11X,2011-03-01 00:00:00+00:00,539086
05X,2011-03-01 00:00:00+00:00,170367
00T,2011-03-01 00:00:00+00:00,292337
01H,2011-03-01 00:00:00+00:00,499776
02P,2011-03-01 00:00:00+00:00,216068
03N,2011-03-01 00:00:00+00:00,554474
02Y,2011-03-01 00:00:00+00:00,300176
05V,2011-03-01 00:00:00+00:00,142294
02H,2011-03-01 00:00:00+00:00,320119
01X,2011-03-01 00:00:00+00:00,192467
03L,2011-03-01 00:00:00+00:00,248295
11A,2011-03-01 00:00:00+00:00,536644
11E,2011-03-01 00:00:00+00:00,195218
01Y,2011-03-01 00:00:00+00:00,235056
02R,2011-03-01 00:00:00+00:00,324754
05P,2011-03-01 00:00:00+00:00,231965
01K,2011-03-01 00:00:00+00:00,160108
09E,2011-03-01 00:00:00+00:00,210018
10V,2011-03-01 00:00:00+00:00,204258
06K,2011-03-01 00:00:00+00:00,559346
10Y,2011-03-01 00:00:00+00:00,196588
06H,2011-03-01 00:00:00+00:00,843853
03K,2011-03-01 00:00:00+00:00,164959
02Q,2011-03-01 00:00:00+00:00,111084
08N,2011-03-01 00:00:00+00:00,276170
06T,2011-03-01 00:00:00+00:00,322532
00Y,2011-03-01 00:00:00+00:00,229025
01T,2011-03-01 00:00:00+00:00,156236
08D,2011-03-01 00:00:00+00:00,274380
5LE,2011-03-01 00:00:00+00:00,1132
04J,2011-03-01 00:00:00+00:00,287670
01E,2011-03-01 00:00:00+00:00,207496
09W,2011-03-01 00:00:00+00:00,275373
05Y,2011-03-01 00:00:00+00:00,256660
04H,2011-03-01 00:00:00+00:00,127195
06A,2011-03-01 00:00:00+00:00,253110
00D,2011-03-01 00:00:00+00:00,287083
07Q,2011-03-01 00:00:00+00:00,319915
02G,2011-03-01 00:00:00+00:00,111338
03H,2011-03-01 00:00:00+00:00,164051
05L,2011-03-01 00:00:00+00:00,523958
04N,2011-03-01 00:00:00+00:00,121361
99H,2011-03-01 00:00:00+00:00,283114
00K,2011-03-01 00:00:00+00:00,285375
08G,2011-03-01 00:00:00+00:00,272792
09G,2011-03-01 00:00:00+00:00,476796
05J,2011-03-01 00:00:00+00:00,167656
00J,2011-03-01 00:00:00+00:00,242393
00L,2011-03-01 00:00:00+00:00,321620
08K,2011-03-01 00:00:00+00:00,374563
09X,2011-03-01 00:00:00+00:00,222052
04F,2011-03-01 00:00:00+00:00,260979
09P,2011-03-01 00:00:00+00:00,179441
07X,2011-03-01 00:00:00+00:00,270417
11H,2011-03-01 00:00:00+00:00,466803
06Q,2011-03-01 00:00:00+00:00,375469
02X,2011-03-01 00:00:00+00:00,305302
07G,2011-03-01 00:00:00+00:00,154948
09N,2011-03-01 00:00:00+00:00,210767
09H,2011-03-01 00:00:00+00:00,123235
05Q,2011-03-01 00:00:00+00:00,207125
99C,2011-03-01 00:00:00+00:00,215424
99E,2011-03-01 00:00:00+00:00,260706
03M,2011-03-01 00:00:00+00:00,118450
09J,2011-03-01 00:00:00+00:00,241881
10C,2011-03-01 00:00:00+00:00,90466
00Q,2011-03-01 00:00:00+00:00,161271
00P,2011-03-01 00:00:00+00:00,284785
08L,2011-03-01 00:00:00+00:00,296316
03T,2011-03-01 00:00:00+00:00,241394
07P,2011-03-01 00:00:00+00:00,346221
01M,2011-03-01 00:00:00+00:00,178744
07Y,2011-03-01 00:00:00+00:00,266700
06Y,2011-03-01 00:00:00+00:00,217629
00W,2011-03-01 00:00:00+00:00,195305
07H,2011-03-01 00:00:00+00:00,287229
99K,2011-03-01 00:00:00+00:00,163523
11J,2011-03-01 00:00:00+00:00,747615
00R,2011-03-01 00:00:00+00:00,165726
07W,2011-03-01 00:00:00+00:00,384262
5MD,2011-03-01 00:00:00+00:00,664
05N,2011-03-01 00:00:00+00:00,290824
00G,2011-03-01 00:00:00+00:00,152291
04K,2011-03-01 00:00:00+00:00,337028
00V,2011-03-01 00:00:00+00:00,194162
09Y,2011-03-01 00:00:00+00:00,349190
07T,2011-03-01 00:00:00+00:00,280117
08M,2011-03-01 00:00:00+00:00,357348
03X,2011-03-01 00:00:00+00:00,96280
99M,2011-03-01 00:00:00+00:00,215301
08W,2011-03-01 00:00:00+00:00,283508
10W,2011-03-01 00:00:00+00:00,126415
08C,2011-03-01 00:00:00+00:00,193181
00X,2011-03-01 00:00:00+00:00,172257
01W,2011-03-01 00:00:00+00:00,291073
02D,2011-03-01 00:00:00+00:00,99558
08Q,2011-03-01 00:00:00+00:00,319902
05C,2011-03-01 00:00:00+00:00,310039
10D,2011-03-01 00:00:00+00:00,105136
99D,2011-03-01 00:00:00+00:00,155139
04Q,2011-03-01 00:00:00+00:00,128421
06F,2011-03-01 00:00:00+00:00,426691
11D,2011-03-01 00:00:00+00:00,150116
12F,2011-03-01 00:00:00+00:00,331013
01F,2011-03-01 00:00:00+00:00,127467
07L,2011-03-01 00:00:00+00:00,192085
10H,2011-03-01 00:00:00+00:00,318615
03G,2011-03-01 00:00:00+00:00,251812
06V,2011-03-01 00:00:00+00:00,166664
07N,2011-03-01 00:00:00+00:00,226736
10E,2011-03-01 00:00:00+00:00,139922
04Y,2011-03-01 00:00:00+00:00,126797
02E,2011-03-01 00:00:00+00:00,197918
00N,2011-03-01 00:00:00+00:00,153320
10G,2011-03-01 00:00:00+00:00,134545
05R,2011-03-01 00:00:00+00:00,269593
12D,2011-03-01 00:00:00+00:00,215939
08F,2011-03-01 00:00:00+00:00,247987
99G,2011-03-01 00:00:00+00:00,179015
10N,2011-03-01 00:00:00+00:00,105758
02M,2011-03-01 00:00:00+00:00,152233
01N,2011-03-01 00:00:00+00:00,164629
5K5,2011-03-01 00:00:00+00:00,6006
09F,2011-03-01 00:00:00+00:00,184061
10L,2011-03-01 00:00:00+00:00,141474
05F,2011-03-01 00:00:00+00:00,181292
07K,2011-03-01 00:00:00+00:00,233487
05D,2011-03-01 00:00:00+00:00,132779
04E,2011-03-01 00:00:00+00:00,182767
11T,2011-03-01 00:00:00+00:00,209905
08T,2011-03-01 00:00:00+00:00,179428
03V,2011-03-01 00:00:00+00:00,50412
11C,2011-03-01 00:00:00+00:00,144239
00H,2011-03-01 00:00:00+00:00,130802
05H,2011-03-01 00:00:00+00:00,182400
10T,2011-03-01 00:00:00+00:00,137106
08R,2011-03-01 00:00:00+00:00,210382
02A,2011-03-01 00:00:00+00:00,227742
10R,2011-03-01 00:00:00+00:00,213165
07J,2011-03-01 00:00:00+00:00,162583
08E,2011-03-01 00:00:00+00:00,236337
04L,2011-03-01 00:00:00+00:00,141284
06D,2011-03-01 00:00:00+00:00,109657
01V,2011-03-01 00:00:00+00:00,121970
5P9,2011-03-01 00:00:00+00:00,3974
04R,2011-03-01 00:00:00+00:00,513469
08P,2011-03-01 00:00:00+00:00,194074
10K,2011-03-01 00:00:00+00:00,198834
06W,2011-03-01 00:00:00+00:00,202918
5QC,2011-03-01 00:00:00+00:00,2851
03W,2011-03-01 00:00:00+00:00,313445
03C,2011-03-01 00:00:00+00:00,356252
09C,2011-03-01 00:00:00+00:00,121095
03Y,2011-03-01 00:00:00+00:00,102380
09L,2011-03-01 00:00:00+00:00,163138
10M,2011-03-01 00:00:00+00:00,113359
04M,2011-03-01 00:00:00+00:00,93226
114,2011-03-01 00:00:00+00:00,837
RY6,2011-03-01 00:00:00+00:00,740
5K9,2011-03-01 00:00:00+00:00,0
5NP,2011-03-01 00:00:00+00:00,0
5F7,2011-03-01 00:00:00+00:00,0
5D7,2011-03-01 00:00:00+00:00,105
5EM,2011-03-01 00:00:00+00:00,2678
5PF,2011-03-01 00:00:00+00:00,470
5PG,2011-03-01 00:00:00+00:00,1332
5L1,2011-03-01 00:00:00+00:00,2247
5M6,2011-03-01 00:00:00+00:00,3028
5M1,2011-03-01 00:00:00+00:00,2994
5PT,2011-03-01 00:00:00+00:00,0
5PC,2011-03-01 00:00:00+00:00,0
R1D,2011-03-01 00:00:00+00:00,0
5QJ,2011-03-01 00:00:00+00:00,0
5NT,2011-03-01 00:00:00+00:00,0
5NG,2011-03-01 00:00:00+00:00,318
5LA,2011-03-01 00:00:00+00:00,6373
112,2011-03-01 00:00:00+00:00,1054
5NK,2011-03-01 00:00:00+00:00,1517
5J2,2011-03-01 00:00:00+00:00,1225
5M2,2011-03-01 00:00:00+00:00,5347
00K,2010-11-01 00:00:00+00:00,284747
03A,2010-11-01 00:00:00+00:00,233641
04D,2010-11-01 00:00:00+00:00,222959
07M,2010-11-01 00:00:00+00:00,350106
09A,2010-11-01 00:00:00+00:00,195067
11H,2010-11-01 00:00:00+00:00,463770
05A,2010-11-01 00:00:00+00:00,451009
03J,2010-11-01 00:00:00+00:00,183837
04C,2010-11-01 00:00:00+00:00,359865
10T,2010-11-01 00:00:00+00:00,137381
00P,2010-11-01 00:00:00+00:00,282780
01C,2010-11-01 00:00:00+00:00,201613
01J,2010-11-01 00:00:00+00:00,158474
11M,2010-11-01 00:00:00+00:00,613877
01D,2010-11-01 00:00:00+00:00,221475
00V,2010-11-01 00:00:00+00:00,190450
10H,2010-11-01 00:00:00+00:00,318548
08L,2010-11-01 00:00:00+00:00,294942
07V,2010-11-01 00:00:00+00:00,380871
08J,2010-11-01 00:00:00+00:00,185489
08X,2010-11-01 00:00:00+00:00,364727
99A,2010-11-01 00:00:00+00:00,486037
5D7,2010-11-01 00:00:00+00:00,0
5NY,2010-11-01 00:00:00+00:00,0
00H,2010-11-01 00:00:00+00:00,130316
99J,2010-11-01 00:00:00+00:00,453599
09J,2010-11-01 00:00:00+00:00,238227
03H,2010-11-01 00:00:00+00:00,163713
10V,2010-11-01 00:00:00+00:00,204488
08A,2010-11-01 00:00:00+00:00,260817
00M,2010-11-01 00:00:00+00:00,287293
01W,2010-11-01 00:00:00+00:00,291231
05C,2010-11-01 00:00:00+00:00,310868
08F,2010-11-01 00:00:00+00:00,247660
06H,2010-11-01 00:00:00+00:00,841298
10A,2010-11-01 00:00:00+00:00,194705
04F,2010-11-01 00:00:00+00:00,259876
03K,2010-11-01 00:00:00+00:00,165835
03L,2010-11-01 00:00:00+00:00,248414
09D,2010-11-01 00:00:00+00:00,297512
06P,2010-11-01 00:00:00+00:00,208723
03N,2010-11-01 00:00:00+00:00,551649
5J2,2010-11-01 00:00:00+00:00,1036
04K,2010-11-01 00:00:00+00:00,337780
01M,2010-11-01 00:00:00+00:00,177105
02P,2010-11-01 00:00:00+00:00,216278
00W,2010-11-01 00:00:00+00:00,193345
02V,2010-11-01 00:00:00+00:00,200333
07W,2010-11-01 00:00:00+00:00,379810
08N,2010-11-01 00:00:00+00:00,274459
06W,2010-11-01 00:00:00+00:00,202423
10R,2010-11-01 00:00:00+00:00,212401
06K,2010-11-01 00:00:00+00:00,561490
5NG,2010-11-01 00:00:00+00:00,275
12A,2010-11-01 00:00:00+00:00,255291
99Q,2010-11-01 00:00:00+00:00,280808
04V,2010-11-01 00:00:00+00:00,361030
03G,2010-11-01 00:00:00+00:00,251720
03M,2010-11-01 00:00:00+00:00,118559
09Y,2010-11-01 00:00:00+00:00,351243
08M,2010-11-01 00:00:00+00:00,355087
09P,2010-11-01 00:00:00+00:00,179971
00J,2010-11-01 00:00:00+00:00,239604
00N,2010-11-01 00:00:00+00:00,152911
10K,2010-11-01 00:00:00+00:00,199099
05Q,2010-11-01 00:00:00+00:00,207038
07G,2010-11-01 00:00:00+00:00,154672
05X,2010-11-01 00:00:00+00:00,171168
05N,2010-11-01 00:00:00+00:00,292182
11T,2010-11-01 00:00:00+00:00,209684
05T,2010-11-01 00:00:00+00:00,288624
10Q,2010-11-01 00:00:00+00:00,680068
02R,2010-11-01 00:00:00+00:00,324222
99H,2010-11-01 00:00:00+00:00,285167
09X,2010-11-01 00:00:00+00:00,222943
09G,2010-11-01 00:00:00+00:00,477609
02F,2010-11-01 00:00:00+00:00,248791
01T,2010-11-01 00:00:00+00:00,156479
05L,2010-11-01 00:00:00+00:00,522637
02H,2010-11-01 00:00:00+00:00,319913
00F,2010-11-01 00:00:00+00:00,205305
07P,2010-11-01 00:00:00+00:00,346366
04N,2010-11-01 00:00:00+00:00,121366
11J,2010-11-01 00:00:00+00:00,748928
00X,2010-11-01 00:00:00+00:00,171919
06Q,2010-11-01 00:00:00+00:00,378332
03F,2010-11-01 00:00:00+00:00,284870
11X,2010-11-01 00:00:00+00:00,538533
01E,2010-11-01 00:00:00+00:00,207004
00T,2010-11-01 00:00:00+00:00,291822
01Y,2010-11-01 00:00:00+00:00,234786
06T,2010-11-01 00:00:00+00:00,323389
09E,2010-11-01 00:00:00+00:00,207889
10X,2010-11-01 00:00:00+00:00,257263
11N,2010-11-01 00:00:00+00:00,549871
05J,2010-11-01 00:00:00+00:00,168393
05G,2010-11-01 00:00:00+00:00,197237
01A,2010-11-01 00:00:00+00:00,362861
06N,2010-11-01 00:00:00+00:00,592393
05P,2010-11-01 00:00:00+00:00,232073
06M,2010-11-01 00:00:00+00:00,231149
99C,2010-11-01 00:00:00+00:00,215330
09F,2010-11-01 00:00:00+00:00,181034
03D,2010-11-01 00:00:00+00:00,140545
07K,2010-11-01 00:00:00+00:00,234261
08D,2010-11-01 00:00:00+00:00,265842
09W,2010-11-01 00:00:00+00:00,275505
10M,2010-11-01 00:00:00+00:00,113642
01K,2010-11-01 00:00:00+00:00,158031
02Q,2010-11-01 00:00:00+00:00,111191
5LE,2010-11-01 00:00:00+00:00,1233
02Y,2010-11-01 00:00:00+00:00,300486
00L,2010-11-01 00:00:00+00:00,320505
02G,2010-11-01 00:00:00+00:00,111157
06A,2010-11-01 00:00:00+00:00,253034
04G,2010-11-01 00:00:00+00:00,610083
05H,2010-11-01 00:00:00+00:00,182738
04J,2010-11-01 00:00:00+00:00,287625
08K,2010-11-01 00:00:00+00:00,373724
13P,2010-11-01 00:00:00+00:00,695717
04H,2010-11-01 00:00:00+00:00,127173
09C,2010-11-01 00:00:00+00:00,120663
05W,2010-11-01 00:00:00+00:00,267169
09N,2010-11-01 00:00:00+00:00,211240
99N,2010-11-01 00:00:00+00:00,446220
10Y,2010-11-01 00:00:00+00:00,196839
5LA,2010-11-01 00:00:00+00:00,6432
01G,2010-11-01 00:00:00+00:00,237924
