pct,month,total_list_size
5PD,2012-09-01 00:00:00+00:00,806
5NK,2012-09-01 00:00:00+00:00,1575
5QN,2012-09-01 00:00:00+00:00,2361
00C,2019-02-01 00:00:00+00:00,108684
00D,2019-02-01 00:00:00+00:00,292810
00J,2019-02-01 00:00:00+00:00,262320
00K,2019-02-01 00:00:00+00:00,298393
00L,2019-02-01 00:00:00+00:00,326674
00M,2019-02-01 00:00:00+00:00,297784
00N,2019-02-01 00:00:00+00:00,157812
00P,2019-02-01 00:00:00+00:00,283957
00Q,2019-02-01 00:00:00+00:00,176518
00R,2019-02-01 00:00:00+00:00,174084
00T,2019-02-01 00:00:00+00:00,312120
00V,2019-02-01 00:00:00+00:00,205442
00X,2019-02-01 00:00:00+00:00,184869
00Y,2019-02-01 00:00:00+00:00,257797
01A,2019-02-01 00:00:00+00:00,384569
01C,2019-02-01 00:00:00+00:00,209672
01D,2019-02-01 00:00:00+00:00,235584
01E,2019-02-01 00:00:00+00:00,210974
01F,2019-02-01 00:00:00+00:00,132287
01G,2019-02-01 00:00:00+00:00,278028
01H,2019-02-01 00:00:00+00:00,325171
01J,2019-02-01 00:00:00+00:00,166119
01K,2019-02-01 00:00:00+00:00,349330
01R,2019-02-01 00:00:00+00:00,188320
01T,2019-02-01 00:00:00+00:00,155656
01V,2019-02-01 00:00:00+00:00,125350
01W,2019-02-01 00:00:00+00:00,313768
01X,2019-02-01 00:00:00+00:00,198040
01Y,2019-02-01 00:00:00+00:00,249066
02A,2019-02-01 00:00:00+00:00,243280
02D,2019-02-01 00:00:00+00:00,108169
02E,2019-02-01 00:00:00+00:00,219200
02F,2019-02-01 00:00:00+00:00,265978
02G,2019-02-01 00:00:00+00:00,113763
02H,2019-02-01 00:00:00+00:00,329853
02M,2019-02-01 00:00:00+00:00,178163
02N,2019-02-01 00:00:00+00:00,159926
02P,2019-02-01 00:00:00+00:00,261983
02Q,2019-02-01 00:00:00+00:00,118204
02R,2019-02-01 00:00:00+00:00,334869
02T,2019-02-01 00:00:00+00:00,221533
02W,2019-02-01 00:00:00+00:00,142548
02X,2019-02-01 00:00:00+00:00,322634
02Y,2019-02-01 00:00:00+00:00,305763
03A,2019-02-01 00:00:00+00:00,250040
03D,2019-02-01 00:00:00+00:00,144430
03E,2019-02-01 00:00:00+00:00,163998
03F,2019-02-01 00:00:00+00:00,301210
03H,2019-02-01 00:00:00+00:00,169972
03J,2019-02-01 00:00:00+00:00,194623
03K,2019-02-01 00:00:00+00:00,180242
03L,2019-02-01 00:00:00+00:00,264338
03M,2019-02-01 00:00:00+00:00,120819
03N,2019-02-01 00:00:00+00:00,609101
03Q,2019-02-01 00:00:00+00:00,361246
03R,2019-02-01 00:00:00+00:00,377294
03T,2019-02-01 00:00:00+00:00,251745
03V,2019-02-01 00:00:00+00:00,80312
03W,2019-02-01 00:00:00+00:00,334555
03X,2019-02-01 00:00:00+00:00,97630
03Y,2019-02-01 00:00:00+00:00,104922
04C,2019-02-01 00:00:00+00:00,413373
04D,2019-02-01 00:00:00+00:00,238328
04E,2019-02-01 00:00:00+00:00,195529
04F,2019-02-01 00:00:00+00:00,297597
04G,2019-02-01 00:00:00+00:00,694391
04H,2019-02-01 00:00:00+00:00,136031
04J,2019-02-01 00:00:00+00:00,293027
04K,2019-02-01 00:00:00+00:00,388555
04L,2019-02-01 00:00:00+00:00,153387
04M,2019-02-01 00:00:00+00:00,94153
04N,2019-02-01 00:00:00+00:00,128528
04Q,2019-02-01 00:00:00+00:00,134159
04R,2019-02-01 00:00:00+00:00,560010
04V,2019-02-01 00:00:00+00:00,397849
04Y,2019-02-01 00:00:00+00:00,133698
05A,2019-02-01 00:00:00+00:00,523109
05C,2019-02-01 00:00:00+00:00,320529
05D,2019-02-01 00:00:00+00:00,143477
05F,2019-02-01 00:00:00+00:00,187843
05G,2019-02-01 00:00:00+00:00,218273
05H,2019-02-01 00:00:00+00:00,192922
05J,2019-02-01 00:00:00+00:00,178549
05L,2019-02-01 00:00:00+00:00,575027
05N,2019-02-01 00:00:00+00:00,312349
05Q,2019-02-01 00:00:00+00:00,218531
05R,2019-02-01 00:00:00+00:00,291678
05T,2019-02-01 00:00:00+00:00,314123
05V,2019-02-01 00:00:00+00:00,148910
05W,2019-02-01 00:00:00+00:00,294055
05X,2019-02-01 00:00:00+00:00,189333
05Y,2019-02-01 00:00:00+00:00,288657
06A,2019-02-01 00:00:00+00:00,284346
06D,2019-02-01 00:00:00+00:00,117033
06F,2019-02-01 00:00:00+00:00,485663
06H,2019-02-01 00:00:00+00:00,981792
06K,2019-02-01 00:00:00+00:00,602174
06L,2019-02-01 00:00:00+00:00,410472
06M,2019-02-01 00:00:00+00:00,240278
06N,2019-02-01 00:00:00+00:00,651359
06P,2019-02-01 00:00:00+00:00,236528
06Q,2019-02-01 00:00:00+00:00,393722
06T,2019-02-01 00:00:00+00:00,355526
06V,2019-02-01 00:00:00+00:00,174363
06W,2019-02-01 00:00:00+00:00,238223
06Y,2019-02-01 00:00:00+00:00,230630
07G,2019-02-01 00:00:00+00:00,178706
07H,2019-02-01 00:00:00+00:00,316998
07J,2019-02-01 00:00:00+00:00,176432
07K,2019-02-01 00:00:00+00:00,252686
07L,2019-02-01 00:00:00+00:00,226995
07M,2019-02-01 00:00:00+00:00,427528
07N,2019-02-01 00:00:00+00:00,243164
07P,2019-02-01 00:00:00+00:00,390087
07Q,2019-02-01 00:00:00+00:00,351402
07R,2019-02-01 00:00:00+00:00,293133
07T,2019-02-01 00:00:00+00:00,323453
07V,2019-02-01 00:00:00+00:00,414213
07W,2019-02-01 00:00:00+00:00,443188
07X,2019-02-01 00:00:00+00:00,343566
07Y,2019-02-01 00:00:00+00:00,322611
08A,2019-02-01 00:00:00+00:00,300142
08C,2019-02-01 00:00:00+00:00,264733
08D,2019-02-01 00:00:00+00:00,322396
08E,2019-02-01 00:00:00+00:00,271163
08F,2019-02-01 00:00:00+00:00,280365
08G,2019-02-01 00:00:00+00:00,317412
08H,2019-02-01 00:00:00+00:00,257566
08J,2019-02-01 00:00:00+00:00,212451
08K,2019-02-01 00:00:00+00:00,421232
08L,2019-02-01 00:00:00+00:00,335832
08M,2019-02-01 00:00:00+00:00,409730
08N,2019-02-01 00:00:00+00:00,326796
08P,2019-02-01 00:00:00+00:00,219948
08Q,2019-02-01 00:00:00+00:00,335185
08R,2019-02-01 00:00:00+00:00,222939
08T,2019-02-01 00:00:00+00:00,203010
08V,2019-02-01 00:00:00+00:00,333965
08W,2019-02-01 00:00:00+00:00,314841
08X,2019-02-01 00:00:00+00:00,409617
08Y,2019-02-01 00:00:00+00:00,254277
09A,2019-02-01 00:00:00+00:00,237632
09C,2019-02-01 00:00:00+00:00,134705
09D,2019-02-01 00:00:00+00:00,320907
09E,2019-02-01 00:00:00+00:00,228150
09F,2019-02-01 00:00:00+00:00,198135
09G,2019-02-01 00:00:00+00:00,518413
09H,2019-02-01 00:00:00+00:00,134326
09J,2019-02-01 00:00:00+00:00,272574
09L,2019-02-01 00:00:00+00:00,185660
09N,2019-02-01 00:00:00+00:00,227049
09P,2019-02-01 00:00:00+00:00,189193
09W,2019-02-01 00:00:00+00:00,301495
09X,2019-02-01 00:00:00+00:00,243158
09Y,2019-02-01 00:00:00+00:00,374254
10A,2019-02-01 00:00:00+00:00,207746
10C,2019-02-01 00:00:00+00:00,97178
10D,2019-02-01 00:00:00+00:00,114644
10E,2019-02-01 00:00:00+00:00,146438
10J,2019-02-01 00:00:00+00:00,227021
10K,2019-02-01 00:00:00+00:00,204761
10L,2019-02-01 00:00:00+00:00,144805
10Q,2019-02-01 00:00:00+00:00,758022
10R,2019-02-01 00:00:00+00:00,232574
10V,2019-02-01 00:00:00+00:00,216418
10X,2019-02-01 00:00:00+00:00,289715
112,2019-02-01 00:00:00+00:00,818
11A,2019-02-01 00:00:00+00:00,567326
11E,2019-02-01 00:00:00+00:00,211386
11J,2019-02-01 00:00:00+00:00,804133
11M,2019-02-01 00:00:00+00:00,653176
11N,2019-02-01 00:00:00+00:00,579265
11X,2019-02-01 00:00:00+00:00,580096
12D,2019-02-01 00:00:00+00:00,240783
12F,2019-02-01 00:00:00+00:00,337069
13T,2019-02-01 00:00:00+00:00,530993
14L,2019-02-01 00:00:00+00:00,654995
14Y,2019-02-01 00:00:00+00:00,563913
15A,2019-02-01 00:00:00+00:00,550277
15C,2019-02-01 00:00:00+00:00,1022039
15D,2019-02-01 00:00:00+00:00,465074
15E,2019-02-01 00:00:00+00:00,1321898
15F,2019-02-01 00:00:00+00:00,889206
99A,2019-02-01 00:00:00+00:00,540581
99C,2019-02-01 00:00:00+00:00,220324
99D,2019-02-01 00:00:00+00:00,168306
99E,2019-02-01 00:00:00+00:00,281208
99F,2019-02-01 00:00:00+00:00,185821
99G,2019-02-01 00:00:00+00:00,189172
99H,2019-02-01 00:00:00+00:00,308167
99J,2019-02-01 00:00:00+00:00,497684
99K,2019-02-01 00:00:00+00:00,170827
99M,2019-02-01 00:00:00+00:00,228499
99N,2019-02-01 00:00:00+00:00,494472
99P,2019-02-01 00:00:00+00:00,939957
99Q,2019-02-01 00:00:00+00:00,296079
00M,2014-08-01 00:00:00+00:00,290918
02W,2014-08-01 00:00:00+00:00,120799
04D,2014-08-01 00:00:00+00:00,229686
07M,2014-08-01 00:00:00+00:00,392483
09A,2014-08-01 00:00:00+00:00,199463
08M,2014-08-01 00:00:00+00:00,366616
11H,2014-08-01 00:00:00+00:00,486397
02F,2014-08-01 00:00:00+00:00,253352
11M,2014-08-01 00:00:00+00:00,627653
06H,2014-08-01 00:00:00+00:00,899086
00P,2014-08-01 00:00:00+00:00,283836
01J,2014-08-01 00:00:00+00:00,161232
00R,2014-08-01 00:00:00+00:00,171343
99A,2014-08-01 00:00:00+00:00,498762
07R,2014-08-01 00:00:00+00:00,258240
03J,2014-08-01 00:00:00+00:00,188573
06N,2014-08-01 00:00:00+00:00,621020
08N,2014-08-01 00:00:00+00:00,293799
11T,2014-08-01 00:00:00+00:00,213539
05N,2014-08-01 00:00:00+00:00,301504
00D,2014-08-01 00:00:00+00:00,287180
114,2014-08-01 00:00:00+00:00,725
03C,2014-08-01 00:00:00+00:00,361450
03N,2014-08-01 00:00:00+00:00,577095
13A,2014-08-01 00:00:00+00:00,46
03R,2014-08-01 00:00:00+00:00,357236
08D,2014-08-01 00:00:00+00:00,291605
09J,2014-08-01 00:00:00+00:00,254973
11A,2014-08-01 00:00:00+00:00,544637
11E,2014-08-01 00:00:00+00:00,200073
02H,2014-08-01 00:00:00+00:00,321722
09Y,2014-08-01 00:00:00+00:00,359684
03A,2014-08-01 00:00:00+00:00,244401
06K,2014-08-01 00:00:00+00:00,580279
00L,2014-08-01 00:00:00+00:00,321830
06W,2014-08-01 00:00:00+00:00,213044
08G,2014-08-01 00:00:00+00:00,295186
08X,2014-08-01 00:00:00+00:00,369180
99P,2014-08-01 00:00:00+00:00,907001
05C,2014-08-01 00:00:00+00:00,313925
99H,2014-08-01 00:00:00+00:00,299094
12F,2014-08-01 00:00:00+00:00,332878
02N,2014-08-01 00:00:00+00:00,157081
10A,2014-08-01 00:00:00+00:00,202039
05T,2014-08-01 00:00:00+00:00,296638
09D,2014-08-01 00:00:00+00:00,305406
99F,2014-08-01 00:00:00+00:00,181292
99E,2014-08-01 00:00:00+00:00,269407
06V,2014-08-01 00:00:00+00:00,169442
01T,2014-08-01 00:00:00+00:00,154745
02T,2014-08-01 00:00:00+00:00,216447
99N,2014-08-01 00:00:00+00:00,480643
11N,2014-08-01 00:00:00+00:00,561940
02V,2014-08-01 00:00:00+00:00,207030
01Y,2014-08-01 00:00:00+00:00,242315
04C,2014-08-01 00:00:00+00:00,378157
03E,2014-08-01 00:00:00+00:00,160977
06L,2014-08-01 00:00:00+00:00,395137
07W,2014-08-01 00:00:00+00:00,413675
07Q,2014-08-01 00:00:00+00:00,336030
04G,2014-08-01 00:00:00+00:00,647761
05H,2014-08-01 00:00:00+00:00,185047
08W,2014-08-01 00:00:00+00:00,296897
04M,2014-08-01 00:00:00+00:00,94266
05J,2014-08-01 00:00:00+00:00,172531
07K,2014-08-01 00:00:00+00:00,241848
00F,2014-08-01 00:00:00+00:00,205835
08F,2014-08-01 00:00:00+00:00,259149
06Y,2014-08-01 00:00:00+00:00,229293
10R,2014-08-01 00:00:00+00:00,216135
09X,2014-08-01 00:00:00+00:00,230084
05F,2014-08-01 00:00:00+00:00,182748
04K,2014-08-01 00:00:00+00:00,352253
03L,2014-08-01 00:00:00+00:00,258603
08C,2014-08-01 00:00:00+00:00,201786
08A,2014-08-01 00:00:00+00:00,278100
04J,2014-08-01 00:00:00+00:00,290147
06F,2014-08-01 00:00:00+00:00,453006
06T,2014-08-01 00:00:00+00:00,332067
05L,2014-08-01 00:00:00+00:00,548202
09H,2014-08-01 00:00:00+00:00,128555
04Y,2014-08-01 00:00:00+00:00,133378
00Q,2014-08-01 00:00:00+00:00,169532
06M,2014-08-01 00:00:00+00:00,234142
03F,2014-08-01 00:00:00+00:00,288853
02E,2014-08-01 00:00:00+00:00,212263
02A,2014-08-01 00:00:00+00:00,237538
07J,2014-08-01 00:00:00+00:00,168868
04Q,2014-08-01 00:00:00+00:00,130951
03W,2014-08-01 00:00:00+00:00,321994
13P,2014-08-01 00:00:00+00:00,744498
10N,2014-08-01 00:00:00+00:00,109056
02R,2014-08-01 00:00:00+00:00,336626
05A,2014-08-01 00:00:00+00:00,477078
99C,2014-08-01 00:00:00+00:00,216062
10X,2014-08-01 00:00:00+00:00,266359
01X,2014-08-01 00:00:00+00:00,194450
01H,2014-08-01 00:00:00+00:00,520697
10V,2014-08-01 00:00:00+00:00,209742
10Q,2014-08-01 00:00:00+00:00,703349
05D,2014-08-01 00:00:00+00:00,136847
02D,2014-08-01 00:00:00+00:00,102662
01M,2014-08-01 00:00:00+00:00,196273
10M,2014-08-01 00:00:00+00:00,116153
00H,2014-08-01 00:00:00+00:00,134955
07H,2014-08-01 00:00:00+00:00,297112
07X,2014-08-01 00:00:00+00:00,316716
99J,2014-08-01 00:00:00+00:00,472767
11D,2014-08-01 00:00:00+00:00,157637
09W,2014-08-01 00:00:00+00:00,292869
05Y,2014-08-01 00:00:00+00:00,275097
00K,2014-08-01 00:00:00+00:00,291951
08K,2014-08-01 00:00:00+00:00,372713
09N,2014-08-01 00:00:00+00:00,220094
05Q,2014-08-01 00:00:00+00:00,213424
01E,2014-08-01 00:00:00+00:00,209693
04N,2014-08-01 00:00:00+00:00,123019
01C,2014-08-01 00:00:00+00:00,205306
08E,2014-08-01 00:00:00+00:00,252253
05X,2014-08-01 00:00:00+00:00,176193
02P,2014-08-01 00:00:00+00:00,253244
01D,2014-08-01 00:00:00+00:00,224835
00Y,2014-08-01 00:00:00+00:00,244035
01G,2014-08-01 00:00:00+00:00,255169
03K,2014-08-01 00:00:00+00:00,170402
07G,2014-08-01 00:00:00+00:00,167118
06A,2014-08-01 00:00:00+00:00,261109
08T,2014-08-01 00:00:00+00:00,187207
12D,2014-08-01 00:00:00+00:00,227544
10G,2014-08-01 00:00:00+00:00,138382
04R,2014-08-01 00:00:00+00:00,538222
10W,2014-08-01 00:00:00+00:00,133243
07T,2014-08-01 00:00:00+00:00,288658
09G,2014-08-01 00:00:00+00:00,496063
06D,2014-08-01 00:00:00+00:00,112878
04X,2014-08-01 00:00:00+00:00,250514
01A,2014-08-01 00:00:00+00:00,371040
10J,2014-08-01 00:00:00+00:00,218414
07V,2014-08-01 00:00:00+00:00,391791
09L,2014-08-01 00:00:00+00:00,176869
05W,2014-08-01 00:00:00+00:00,282513
04L,2014-08-01 00:00:00+00:00,148268
06Q,2014-08-01 00:00:00+00:00,378660
12A,2014-08-01 00:00:00+00:00,262281
08L,2014-08-01 00:00:00+00:00,305621
99Q,2014-08-01 00:00:00+00:00,288265
05R,2014-08-01 00:00:00+00:00,275144
99G,2014-08-01 00:00:00+00:00,184771
03G,2014-08-01 00:00:00+00:00,266965
05G,2014-08-01 00:00:00+00:00,214119
07L,2014-08-01 00:00:00+00:00,207274
06P,2014-08-01 00:00:00+00:00,221368
10H,2014-08-01 00:00:00+00:00,330027
11X,2014-08-01 00:00:00+00:00,553948
01N,2014-08-01 00:00:00+00:00,169241
08V,2014-08-01 00:00:00+00:00,287644
02Y,2014-08-01 00:00:00+00:00,301332
02X,2014-08-01 00:00:00+00:00,311847
08Y,2014-08-01 00:00:00+00:00,234939
03D,2014-08-01 00:00:00+00:00,142658
03Q,2014-08-01 00:00:00+00:00,347293
11J,2014-08-01 00:00:00+00:00,778922
07Y,2014-08-01 00:00:00+00:00,295867
00C,2014-08-01 00:00:00+00:00,106620
03T,2014-08-01 00:00:00+00:00,244090
00W,2014-08-01 00:00:00+00:00,216641
04F,2014-08-01 00:00:00+00:00,276922
10T,2014-08-01 00:00:00+00:00,148437
07P,2014-08-01 00:00:00+00:00,357272
00T,2014-08-01 00:00:00+00:00,298651
05P,2014-08-01 00:00:00+00:00,240569
08P,2014-08-01 00:00:00+00:00,205742
02M,2014-08-01 00:00:00+00:00,150492
00X,2014-08-01 00:00:00+00:00,176832
00N,2014-08-01 00:00:00+00:00,154950
10Y,2014-08-01 00:00:00+00:00,203302
01F,2014-08-01 00:00:00+00:00,129280
04H,2014-08-01 00:00:00+00:00,129914
01V,2014-08-01 00:00:00+00:00,122578
08Q,2014-08-01 00:00:00+00:00,305070
01R,2014-08-01 00:00:00+00:00,177669
01W,2014-08-01 00:00:00+00:00,301541
04E,2014-08-01 00:00:00+00:00,187047
05V,2014-08-01 00:00:00+00:00,145353
99M,2014-08-01 00:00:00+00:00,220626
09C,2014-08-01 00:00:00+00:00,126697
11C,2014-08-01 00:00:00+00:00,153881
08H,2014-08-01 00:00:00+00:00,228868
04V,2014-08-01 00:00:00+00:00,372656
00J,2014-08-01 00:00:00+00:00,250813
09P,2014-08-01 00:00:00+00:00,184022
00V,2014-08-01 00:00:00+00:00,197376
08R,2014-08-01 00:00:00+00:00,215235
03H,2014-08-01 00:00:00+00:00,168614
02G,2014-08-01 00:00:00+00:00,111851
09E,2014-08-01 00:00:00+00:00,215736
10E,2014-08-01 00:00:00+00:00,142987
03M,2014-08-01 00:00:00+00:00,118378
99D,2014-08-01 00:00:00+00:00,161097
08J,2014-08-01 00:00:00+00:00,195658
10K,2014-08-01 00:00:00+00:00,200924
99K,2014-08-01 00:00:00+00:00,166649
07N,2014-08-01 00:00:00+00:00,230365
10D,2014-08-01 00:00:00+00:00,108169
00G,2014-08-01 00:00:00+00:00,160291
09F,2014-08-01 00:00:00+00:00,189091
03Y,2014-08-01 00:00:00+00:00,102221
03X,2014-08-01 00:00:00+00:00,97233
01K,2014-08-01 00:00:00+00:00,159659
10C,2014-08-01 00:00:00+00:00,93331
10L,2014-08-01 00:00:00+00:00,141515
02Q,2014-08-01 00:00:00+00:00,113196
112,2014-08-01 00:00:00+00:00,735
RY6,2014-08-01 00:00:00+00:00,1238
03V,2014-08-01 00:00:00+00:00,72641
00K,2017-08-01 00:00:00+00:00,296639
03G,2017-08-01 00:00:00+00:00,278796
09A,2017-08-01 00:00:00+00:00,220191
99G,2017-08-01 00:00:00+00:00,187778
11H,2017-08-01 00:00:00+00:00,508075
99P,2017-08-01 00:00:00+00:00,922740
02M,2017-08-01 00:00:00+00:00,151493
02T,2017-08-01 00:00:00+00:00,220374
01H,2017-08-01 00:00:00+00:00,323636
04K,2017-08-01 00:00:00+00:00,368023
06N,2017-08-01 00:00:00+00:00,642802
08P,2017-08-01 00:00:00+00:00,215990
12F,2017-08-01 00:00:00+00:00,336171
01G,2017-08-01 00:00:00+00:00,268668
07K,2017-08-01 00:00:00+00:00,249823
04F,2017-08-01 00:00:00+00:00,291487
11E,2017-08-01 00:00:00+00:00,203273
10J,2017-08-01 00:00:00+00:00,225648
03C,2017-08-01 00:00:00+00:00,373702
03N,2017-08-01 00:00:00+00:00,592058
07Y,2017-08-01 00:00:00+00:00,311682
07G,2017-08-01 00:00:00+00:00,174888
08J,2017-08-01 00:00:00+00:00,207340
07M,2017-08-01 00:00:00+00:00,419233
05T,2017-08-01 00:00:00+00:00,308923
06K,2017-08-01 00:00:00+00:00,595274
12A,2017-08-01 00:00:00+00:00,268579
08C,2017-08-01 00:00:00+00:00,215450
01C,2017-08-01 00:00:00+00:00,208068
02E,2017-08-01 00:00:00+00:00,217660
11X,2017-08-01 00:00:00+00:00,571617
99A,2017-08-01 00:00:00+00:00,523585
01K,2017-08-01 00:00:00+00:00,359533
06W,2017-08-01 00:00:00+00:00,232867
07J,2017-08-01 00:00:00+00:00,174632
99E,2017-08-01 00:00:00+00:00,277415
10E,2017-08-01 00:00:00+00:00,144633
11N,2017-08-01 00:00:00+00:00,571115
04V,2017-08-01 00:00:00+00:00,387251
05D,2017-08-01 00:00:00+00:00,140991
08E,2017-08-01 00:00:00+00:00,264623
09F,2017-08-01 00:00:00+00:00,195289
07V,2017-08-01 00:00:00+00:00,410018
04L,2017-08-01 00:00:00+00:00,151731
07P,2017-08-01 00:00:00+00:00,374587
08N,2017-08-01 00:00:00+00:00,314127
10Q,2017-08-01 00:00:00+00:00,732580
99J,2017-08-01 00:00:00+00:00,489072
02R,2017-08-01 00:00:00+00:00,332051
05A,2017-08-01 00:00:00+00:00,505470
03D,2017-08-01 00:00:00+00:00,144117
10R,2017-08-01 00:00:00+00:00,227245
05H,2017-08-01 00:00:00+00:00,190738
05G,2017-08-01 00:00:00+00:00,217248
03A,2017-08-01 00:00:00+00:00,246926
08D,2017-08-01 00:00:00+00:00,315408
07Q,2017-08-01 00:00:00+00:00,347607
11M,2017-08-01 00:00:00+00:00,639928
05W,2017-08-01 00:00:00+00:00,289382
04X,2017-08-01 00:00:00+00:00,331737
04R,2017-08-01 00:00:00+00:00,550926
08F,2017-08-01 00:00:00+00:00,276663
11J,2017-08-01 00:00:00+00:00,796799
11T,2017-08-01 00:00:00+00:00,219265
05L,2017-08-01 00:00:00+00:00,565153
00M,2017-08-01 00:00:00+00:00,295081
04J,2017-08-01 00:00:00+00:00,292606
08G,2017-08-01 00:00:00+00:00,309476
08K,2017-08-01 00:00:00+00:00,406030
05Y,2017-08-01 00:00:00+00:00,283988
01A,2017-08-01 00:00:00+00:00,380411
06L,2017-08-01 00:00:00+00:00,405281
08W,2017-08-01 00:00:00+00:00,309331
99Q,2017-08-01 00:00:00+00:00,291989
05N,2017-08-01 00:00:00+00:00,308151
99H,2017-08-01 00:00:00+00:00,306770
08X,2017-08-01 00:00:00+00:00,398384
02F,2017-08-01 00:00:00+00:00,262343
08Q,2017-08-01 00:00:00+00:00,325529
09P,2017-08-01 00:00:00+00:00,188324
01W,2017-08-01 00:00:00+00:00,310944
00T,2017-08-01 00:00:00+00:00,307820
03R,2017-08-01 00:00:00+00:00,369562
04E,2017-08-01 00:00:00+00:00,192717
07W,2017-08-01 00:00:00+00:00,434468
10T,2017-08-01 00:00:00+00:00,158644
99D,2017-08-01 00:00:00+00:00,166165
09G,2017-08-01 00:00:00+00:00,512491
03F,2017-08-01 00:00:00+00:00,296713
02N,2017-08-01 00:00:00+00:00,158876
00Y,2017-08-01 00:00:00+00:00,253377
09W,2017-08-01 00:00:00+00:00,298070
03X,2017-08-01 00:00:00+00:00,97646
06H,2017-08-01 00:00:00+00:00,954082
99M,2017-08-01 00:00:00+00:00,226842
13P,2017-08-01 00:00:00+00:00,722743
11A,2017-08-01 00:00:00+00:00,559859
09D,2017-08-01 00:00:00+00:00,313676
06Y,2017-08-01 00:00:00+00:00,226038
99K,2017-08-01 00:00:00+00:00,170338
10X,2017-08-01 00:00:00+00:00,281872
02H,2017-08-01 00:00:00+00:00,326729
01D,2017-08-01 00:00:00+00:00,231963
04M,2017-08-01 00:00:00+00:00,93915
07R,2017-08-01 00:00:00+00:00,276442
02D,2017-08-01 00:00:00+00:00,105832
05J,2017-08-01 00:00:00+00:00,177401
02A,2017-08-01 00:00:00+00:00,241152
10A,2017-08-01 00:00:00+00:00,204894
03H,2017-08-01 00:00:00+00:00,169451
04N,2017-08-01 00:00:00+00:00,126098
08L,2017-08-01 00:00:00+00:00,326521
01J,2017-08-01 00:00:00+00:00,164173
08Y,2017-08-01 00:00:00+00:00,246334
14L,2017-08-01 00:00:00+00:00,629023
02X,2017-08-01 00:00:00+00:00,319061
10W,2017-08-01 00:00:00+00:00,144538
03K,2017-08-01 00:00:00+00:00,173723
02Y,2017-08-01 00:00:00+00:00,302766
03M,2017-08-01 00:00:00+00:00,119991
03Q,2017-08-01 00:00:00+00:00,352516
05C,2017-08-01 00:00:00+00:00,318837
09Y,2017-08-01 00:00:00+00:00,371014
00N,2017-08-01 00:00:00+00:00,156636
07L,2017-08-01 00:00:00+00:00,223891
04C,2017-08-01 00:00:00+00:00,398053
05X,2017-08-01 00:00:00+00:00,184760
08M,2017-08-01 00:00:00+00:00,395279
05F,2017-08-01 00:00:00+00:00,186835
01Y,2017-08-01 00:00:00+00:00,246915
05Q,2017-08-01 00:00:00+00:00,217580
02P,2017-08-01 00:00:00+00:00,258770
08A,2017-08-01 00:00:00+00:00,293232
03J,2017-08-01 00:00:00+00:00,192681
00V,2017-08-01 00:00:00+00:00,203187
05R,2017-08-01 00:00:00+00:00,283718
09E,2017-08-01 00:00:00+00:00,222169
04G,2017-08-01 00:00:00+00:00,678561
07T,2017-08-01 00:00:00+00:00,314389
06F,2017-08-01 00:00:00+00:00,475091
09J,2017-08-01 00:00:00+00:00,266579
07N,2017-08-01 00:00:00+00:00,239882
08V,2017-08-01 00:00:00+00:00,316459
06T,2017-08-01 00:00:00+00:00,348361
99N,2017-08-01 00:00:00+00:00,487101
00X,2017-08-01 00:00:00+00:00,182614
01R,2017-08-01 00:00:00+00:00,183990
02Q,2017-08-01 00:00:00+00:00,116715
09C,2017-08-01 00:00:00+00:00,132199
02W,2017-08-01 00:00:00+00:00,138103
03L,2017-08-01 00:00:00+00:00,262134
00P,2017-08-01 00:00:00+00:00,284198
01X,2017-08-01 00:00:00+00:00,197157
07H,2017-08-01 00:00:00+00:00,310761
01E,2017-08-01 00:00:00+00:00,213988
06A,2017-08-01 00:00:00+00:00,277462
09N,2017-08-01 00:00:00+00:00,224678
07X,2017-08-01 00:00:00+00:00,336411
05P,2017-08-01 00:00:00+00:00,248797
99F,2017-08-01 00:00:00+00:00,184868
11C,2017-08-01 00:00:00+00:00,155002
09X,2017-08-01 00:00:00+00:00,238986
06Q,2017-08-01 00:00:00+00:00,389623
08R,2017-08-01 00:00:00+00:00,225388
00Q,2017-08-01 00:00:00+00:00,174250
10Y,2017-08-01 00:00:00+00:00,213871
08H,2017-08-01 00:00:00+00:00,247815
03T,2017-08-01 00:00:00+00:00,248800
13T,2017-08-01 00:00:00+00:00,518846
10H,2017-08-01 00:00:00+00:00,342314
04Q,2017-08-01 00:00:00+00:00,133307
99C,2017-08-01 00:00:00+00:00,218678
03E,2017-08-01 00:00:00+00:00,162523
06P,2017-08-01 00:00:00+00:00,232390
08T,2017-08-01 00:00:00+00:00,194109
04D,2017-08-01 00:00:00+00:00,237264
06M,2017-08-01 00:00:00+00:00,239050
10L,2017-08-01 00:00:00+00:00,144068
00C,2017-08-01 00:00:00+00:00,108070
03W,2017-08-01 00:00:00+00:00,329012
10D,2017-08-01 00:00:00+00:00,111980
01T,2017-08-01 00:00:00+00:00,154669
10V,2017-08-01 00:00:00+00:00,214320
02V,2017-08-01 00:00:00+00:00,216151
00J,2017-08-01 00:00:00+00:00,256065
04H,2017-08-01 00:00:00+00:00,134092
00D,2017-08-01 00:00:00+00:00,291393
06V,2017-08-01 00:00:00+00:00,173329
10K,2017-08-01 00:00:00+00:00,204727
00L,2017-08-01 00:00:00+00:00,324558
01F,2017-08-01 00:00:00+00:00,130844
